autoID,ScopeItemID,Description,LOB,BusinessArea,Status,AE,AR,AT,AU,BE,BG,BR,CA,CH,CL,CN,CO,CZ,DE,DK,EG,ES,FI,FR,GB,GR,HK,HR,HU,ID,IE,IL,IND,IT,JP,KR,KW,KZ,LU,MX,MY,NL,NR,NZ,OM,PE,PH,PL,PT,QA,RO,RS,RU,SA,SE,SG,SI,SK,TH,TR,TW,UA,US,ZA,Non_Localised
785,1XV,SAP S/4HANA for Enterprise Contract Management,Sourcing and Procurement,Sourcing and Contract Management,Available,Released,No,Released,Released,Released,No,Released,Released,Released,No,Released,No,Released,Released,Released,No,Released,Released,Released,Released,No,Released,No,Released,Released,Released,No,Released,Released,Released,Released,No,No,Released,Released,Released,Released,Released,Released,No,No,Released,Released,Released,No,Released,No,Released,Released,Released,Released,No,Released,Released,Released,Released,No,Released,Released,Released
786,4BL,Sourcing with SAP Ariba Sourcing,Sourcing and Procurement,Sourcing and Contract Management,Available,Released,No,Released,Released,Released,No,No,Released,Released,No,Released,No,Released,Released,Released,No,Released,Released,Released,Released,No,Released,No,Released,Released,Released,No,Released,Released,Released,Released,No,No,Released,Released,Released,Released,Released,Released,No,No,Released,Released,Released,No,Released,No,Released,Released,Released,Released,No,Released,Released,Released,Released,No,Released,Released,Released
787,5OJ,Supplier Compliance in the Value Chain,Sourcing and Procurement,Sourcing and Contract Management,Available,Released,No,Released,Released,Released,No,Released,Released,Released,No,Released,No,Released,Released,Released,No,Released,Released,Released,Released,No,Released,No,Released,Released,Released,No,Released,Released,Released,Released,No,No,Released,Released,Released,Released,Released,Released,No,No,Released,Released,Released,No,Released,No,Released,Released,Released,Released,No,Released,Released,Released,Released,No,Released,Released,Released
788,3FY,Prediction of Delivery Date for Purchase Order Items,Sourcing and Procurement,Supplier Management,Available,Released,No,Released,Released,Released,Released,Released,Released,Released,No,Released,No,Released,Released,Released,No,Released,Released,Released,Released,No,Released,Released,Released,Released,Released,No,Released,Released,Released,Released,No,No,Released,Released,Released,Released,Released,Released,No,No,Released,Released,Released,No,Released,No,Released,Released,Released,Released,No,Released,Released,Released,Released,No,Released,Released,Released
789,5W4,Subcontracting - Consumer Products,Sourcing and Procurement,Supplier Management,Available,No,No,No,No,No,No,No,No,No,No,No,No,No,Released,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Released,No,Planned
790,19E,Supplier Classification and Segmentation,Sourcing and Procurement,Supplier Management,Available,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,No,Released,Released,Released,Released,Released,Released,Released,Released,No,Released,Released,Released,Released,Released,No,Released,Released,Released,Released,Released,No,Released,Released,Released,Released,Released,Released,Released,No,Released,Released,Released,Released,Released,No,Released,Released,Released,Released,No,Released,Released,Released,Released,No,Released,Released,Released
791,SL4,Supplier Evaluation and Performance Monitoring,Sourcing and Procurement,Supplier Management,Available,Released,No,Released,Released,Released,Released,Released,Released,Released,Released,Released,No,Released,Released,Released,Released,Released,Released,Released,Released,No,Released,Released,Released,Released,Released,No,Released,Released,Released,Released,Released,No,Released,Released,Released,Released,Released,Released,Released,No,Released,Released,Released,Released,Released,No,Released,Released,Released,Released,No,Released,Released,Released,Released,No,Released,Released,Released
792,6A6,Vendor Performance - Consumer Products,Sourcing and Procurement,Supplier Management,Available,No,No,No,No,No,No,No,No,No,No,No,No,No,Released,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Released,No,Released
793,6N0,Advanced Available-to-Promise - Consumer Products,Supply Chain,Advanced Order Promising,Available,No,No,No,No,No,No,No,No,No,No,No,No,No,Released,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Released,No,Released
794,1JW,Advanced Available-to-Promise Processing,Supply Chain,Advanced Order Promising,Available,Released,No,Released,Released,Released,No,Released,Released,Released,No,Released,No,Released,Released,Released,No,Released,Released,Released,Released,No,Released,No,Released,Released,Released,No,Released,Released,Released,Released,No,No,Released,Released,Released,Released,Released,Released,No,No,Released,Released,Released,No,Released,No,Released,Released,Released,Released,No,Released,Released,Released,Released,No,Released,Released,Released
795,6JM,Basic Business Process Scheduling,Supply Chain,Advanced Order Promising,Available,Released,No,Released,Released,Released,No,No,Released,Released,No,Released,No,Released,Released,Released,No,Released,No,Released,Released,No,Released,No,No,Released,Released,No,Released,No,Released,Released,No,No,Released,Released,Released,Released,Released,Released,No,No,No,Released,Released,No,Released,No,No,Released,No,Released,No,Released,Released,Released,Released,No,Released,Released,Released
796,46P,"Determination of Geocoordinates, Distances and Durations",Supply Chain,Delivery and Transportation,Available,Released,No,Released,Released,Released,Released,No,Released,Released,No,Released,No,Released,Released,Released,No,Released,Released,Released,Released,No,Released,Released,Released,Released,Released,No,Released,Released,Released,Released,No,No,Released,Released,Released,Released,Released,Released,No,No,Released,Released,Released,No,Released,No,Released,Released,Released,Released,No,Released,Released,Released,Released,No,Released,Released,Released
797,6W1,External Transportation Planning,Supply Chain,Delivery and Transportation,Available,Released,No,Released,Released,Released,Released,No,Released,Released,No,Released,No,Released,Released,Released,No,Released,Released,Released,Released,No,Released,Released,Released,Released,Released,No,Released,Released,Released,Released,No,No,Released,Released,Released,Released,Released,Released,No,No,Released,No,Released,No,Released,No,No,Released,Released,Released,No,Released,Released,Released,Released,No,Released,Released,Planned
798,6W4,Freight Settlement,Supply Chain,Delivery and Transportation,Available,Released,No,Released,Released,Released,Released,No,Released,Released,No,Released,No,Released,Released,Released,No,Released,Released,Released,Released,No,Released,Released,Released,Released,Released,No,Released,Released,Released,Released,No,No,Released,Released,Released,Released,Released,Released,No,No,Released,No,Released,No,Released,No,No,Released,Released,Released,No,Released,Released,Released,Released,No,Released,Released,Released
799,1P9,Intercompany Stock Transfer,Supply Chain,Delivery and Transportation,Available,Released,Released,Released,Released,Released,Released,No,Released,Released,No,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,No,Released,Released,Released,Released,No,No,Released,Released,Released,Released,Released,Released,No,No,Released,Released,Released,Released,Released,No,Released,Released,Released,Released,No,Released,Released,Released,Released,No,Released,Released,Released
800,1ZQ,Logistics with Third-Party Warehouse Management,Supply Chain,Delivery and Transportation,Available,Released,No,Released,Released,Released,No,No,Released,Released,No,Released,No,Released,Released,Released,No,Released,Released,Released,Released,No,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,No,No,Released,Released,Released,Released,Released,Released,No,No,Released,Released,Released,No,Released,No,Released,Released,Released,Released,No,Released,Released,Released,Released,No,Released,Released,Released
801,6W2,Manual Transportation Planning,Supply Chain,Delivery and Transportation,Available,Released,No,Released,Released,Released,Released,No,Released,Released,No,Released,No,Released,Released,Released,No,Released,Released,Released,Released,No,Released,Released,Released,Released,Released,No,Released,Released,Released,Released,No,No,Released,Released,Released,Released,Released,Released,No,No,Released,No,Released,No,Released,No,No,Released,Released,Released,No,Released,Released,Released,Released,No,Released,Released,Released
802,5FV,Outbound Logistics for Distribution Centers,Supply Chain,Delivery and Transportation,Available,No,No,No,No,No,No,No,No,No,No,No,No,Released,Released,No,No,No,No,Released,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Released,No,No,No,No,Released,No,No,No,No,No,No,No,No,No,Released,No,No,No,No,Released,No,Released
803,2RU,Production Order Processing with Third-Party Warehouse Management,Supply Chain,Delivery and Transportation,Available,Released,No,Released,Released,Released,No,Released,Released,Released,No,Released,No,Released,Released,Released,No,Released,Released,Released,Released,No,Released,No,Released,Released,Released,No,Released,Released,Released,Released,No,No,Released,Released,Released,Released,Released,Released,No,No,Released,Released,Released,No,Released,No,Released,Released,Released,Released,No,Released,Released,Released,Released,No,Released,Released,Released
804,6W3,Transportation Execution,Supply Chain,Delivery and Transportation,Available,Released,No,Released,Released,Released,Released,No,Released,Released,No,Released,No,Released,Released,Released,No,Released,Released,Released,Released,No,Released,Released,Released,Released,Released,No,Released,Released,Released,Released,No,No,Released,Released,Released,Released,Released,Released,No,No,Released,No,Released,No,Released,No,No,Released,Released,Released,No,Released,Released,Released,Released,No,Released,Released,Released
805,4GH,Acquisition of Freight Invoices,Supply Chain,Inventory,Available,No,No,No,No,No,No,Released,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
